Product category,Product category (english),Brand name,Retailer,Article no.,Article description,Article description (english),Picture url,Retail price,Old retail price,Currency,Features,Features (english),Product link
Bigoudi électrique,Electric Hair Curler,LIVOO,carrefour,3523930091872,Livoo Dod163r Cafetiere Electrique - Rouge LIVOO,Livoo Dod163r Electric Coffee Maker - Red LIVOO,https://www.carrefour.frhttps://media.carrefour.fr/medias/a0ab2e930d893ee7afd8fe7efc6eed4b/p_540x540/a7a920cc322c48e99adb38ff7b788143-image.jpg,39,54.9,EUR,"
Description
Cafetiere électrique - Plaque chauffante antiadhésive et fonction maintien au chaud - Interrupteur marche/arret lumineux et systeme d'arret automatique - Filtre permanent avec poignée et cuillere doseuse inclus - Indicateur de niveau d'eau - Systeme anti gouttes - Carafe en verre
","Description
Electric coffee maker - Non-stick hot plate and keep warm function - Illuminated on / off switch and automatic shut-off system - Permanent filter with handle and measuring spoon included - Water level indicator - Anti-drip system - Glass carafe",https://www.carrefour.fr/p/livoo-dod163r-cafetiere-electrique-rouge-3523930091872?s=2399
Bigoudi électrique,Electric Hair Curler,LIVOO,carrefour,3523930091551,Mini Hachoir Électrique Livoo Dop207r LIVOO,Mini Electric Chopper Livoo Dop207r LIVOO,https://www.carrefour.frhttps://media.carrefour.fr/medias/ab37fba7801f38bb9f0b26a9dab203e9/p_540x540/922553ab055a42dcacd9c60383651b63-image.jpg,29,34.9,EUR,"
Description
Accessoire(s) inclus : Bol, Couteau et disqueCapacité du bol (L) : 0.5Compatible lave-vaisselle : Uniquement les éléments de l'appareilCouleur : RougeDimensions (mm) : 120 x 120 x 250Divers : Base 2 en 1 (antidérapant et couvercle hermétique pour conserver les aliments)Fonctions : Fonction batteur avec disque émulsionneurMatière de l'appareil : PlastiqueMatière du bol : PlastiqueNbre de vitesse(s) : 2Poids (kg) : 0.85Puissance maximum (W) : 260Sécurité(s) : Base antidérapanteType : Mini hachoir électriqueType de hâchoir : Mini-hachoirType de lame(s) : Acier inoxydable
","Description
Accessory (s) included: Bowl, Knife and disc Bowl capacity (L): 0.5 Dishwasher-friendly: Appliance parts only Color: Red Dimensions (mm): 120 x 120 x 250 Miscellaneous: 2 in 1 base (non-slip and cover airtight for storing food) Functions: Beater function with emulsifying disc Material of the appliance: Plastic Material of the bowl: Plastic No. of speed (s): 2 Weight (kg): 0.85 Maximum power (W): 260 Safety (s): Non-slip base Type: Mini Electric chopper Chopper type: Mini chopper Blade type (s): Stainless steel",https://www.carrefour.fr/p/mini-hachoir-electrique-livoo-dop207r-3523930091551?s=2399
Bigoudi électrique,Electric Hair Curler,LIVOO,carrefour,3523930098116,Mini Hachoir Électrique Livoo Dop207n LIVOO,Mini Electric Chopper Livoo Dop207n LIVOO,https://www.carrefour.frhttps://media.carrefour.fr/medias/6634b9fe722e3796aa5311ea6ec70777/p_540x540/5b71d3010ecc49fa8d7152c7b2055bd6-image.jpg,28.08,34.9,EUR,"
Description
Accessoire(s) inclus : Bol, Couteau et disqueCapacité du bol (L) : 0.5Compatible lave-vaisselle : Uniquement les éléments de l'appareilCouleur : NoirDimensions (mm) : 120 x 120 x 250Divers : Base 2 en 1 (antidérapant et couvercle hermétique pour conserver les aliments)Fonctions : Fonction batteur avec disque émulsionneurMatière de l'appareil : PlastiqueMatière du bol : PlastiqueNbre de vitesse(s) : 2Poids (kg) : 0.85Puissance maximum (W) : 260Sécurité(s) : Base antidérapanteType : Mini hachoir électriqueType de hâchoir : Mini-hachoirType de lame(s) : Acier inoxydable
","Description
Accessory (s) included: Bowl, Knife and disc Bowl capacity (L): 0.5 Dishwasher compatible: Appliance parts only Color: Black Dimensions (mm): 120 x 120 x 250 Miscellaneous: 2 in 1 base (non-slip and cover airtight for storing food) Functions: Beater function with emulsifying disc Material of the appliance: Plastic Material of the bowl: Plastic No. of speed (s): 2 Weight (kg): 0.85 Maximum power (W): 260 Safety (s): Non-slip base Type: Mini Electric chopper Chopper type: Mini chopper Blade type (s): Stainless steel",https://www.carrefour.fr/p/mini-hachoir-electrique-livoo-dop207n-3523930098116?s=2399
Bigoudi électrique,Electric Hair Curler,LIVOO,carrefour,3523930093395,Livoo Dop162b Batteur Electrique - Bleu LIVOO,Livoo Dop162b Electric Mixer - Blue LIVOO,https://www.carrefour.frhttps://media.carrefour.fr/medias/cade4ac30b4b3a578f1b6a9bee61ef1c/p_540x540/6ddfa769119c4d70bcc95ba86ec66f1b-image.jpg,37.1,44.9,EUR,"
Description
Batteur électrique -  5 vitesses -  Bouton d'éjection des fouets -  2 batteurs et 2 pétrisseurs inclus
","Description
Electric mixer - 5 speeds - Whisk ejection button - 2 beaters and 2 kneaders included",https://www.carrefour.fr/p/livoo-dop162b-batteur-electrique-bleu-3523930093395?s=2399
Aspirateur,Vacuum Cleaner,TRISTAR,carrefour,8713016008909,Aspirateur À Main 7.2v TRISTAR,Handheld Vacuum Cleaner 7.2v TRISTAR,https://www.carrefour.frhttps://media.carrefour.fr/medias/2b8981436f5d3a019d96601b5943178d/p_540x540/3f4e486f79ac463bae5448795b8af570-image.jpg,37.3,37.3,EUR,"
Description
kr-2176 - tristar - Ce ramasse-miettes sec et humide est doté d'un moteur de 7,2Volt. Il est très facile de vider le récipient à poussière et le laver sous le robinet. Ce ramasse-miettes est équipé de batteries NiMH durables  - Puissance: 7.2 VoltsAspiration sèche et humideCapacité: 0.55 LSuspension possible au murNiveau sonore: 68 dBFiltre lavableAdapté au campingFonction de chargementSans cordon 15 minutesBac à poussière transparentAdaptateurPoids : 1.2 kgCouleur : Bleu et blanc
","Description
kr-2176 - tristar - This wet and dry garbage collector has a 7.2Volt motor. It is very easy to empty the dust container and wash it under the tap. This garbage collector is equipped with durable NiMH batteries - Power: 7.2 Volts Dry and wet suctionCapacity: 0.55 L Possible hanging on the wall Sound level: 68 dB Washable filter Suitable for camping Charging function Cordless 15 minutes Transparent dust container Adapter Weight: 1.2 kg Color: Blue and white",https://www.carrefour.fr/p/aspirateur-a-main-7-2v-8713016008909?s=2155
Bigoudi électrique,Electric Hair Curler,LIVOO,carrefour,3523930091872,Livoo Dod163r Cafetiere Electrique - Rouge LIVOO,Livoo Dod163r Electric Coffee Maker - Red LIVOO,https://www.carrefour.frhttps://media.carrefour.fr/medias/a0ab2e930d893ee7afd8fe7efc6eed4b/p_540x540/a7a920cc322c48e99adb38ff7b788143-image.jpg,36.51,39.9,EUR,"
Description
Cafetiere électrique - Plaque chauffante antiadhésive et fonction maintien au chaud - Interrupteur marche/arret lumineux et systeme d'arret automatique - Filtre permanent avec poignée et cuillere doseuse inclus - Indicateur de niveau d'eau - Systeme anti gouttes - Carafe en verre
","Description
Electric coffee maker - Non-stick hot plate and keep warm function - Illuminated on / off switch and automatic shut-off system - Permanent filter with handle and measuring spoon included - Water level indicator - Anti-drip system - Glass carafe",https://www.carrefour.fr/p/livoo-dod163r-cafetiere-electrique-rouge-3523930091872?s=2155
Aspirateur,Vacuum Cleaner,BOSCH,carrefour,4242005200191,Aspirateur Sac 850w 76db Tb  Filtre Hepa13 Sac 4l G- All Et Bbz41fgall BOSCH,Vacuum Cleaner Bag 850w 76db Tb Filter Hepa13 Bag 4l G- All Et Bbz41fgall BOSCH,https://www.carrefour.frhttps://media.carrefour.fr/medias/14551d2b108e3e948a4d657c7b7b16ec/p_540x540/2fa524b65f414491b20e3440f8e59b9e-image.jpg,135.49,149,EUR,"
Description
de la marque bosch. en achetant ce produit, vous profiterez d'une garantie de 2 ans !
","Description
from the bosch brand. by purchasing this product you will enjoy a 2 year warranty!",https://www.carrefour.fr/p/aspirateur-sac-850w-76db-tb-filtre-hepa13-sac-4l-g-all-et-bbz41fgall-4242005200191?s=2145
Aspirateur,Vacuum Cleaner,LIVOO,carrefour,3523930096372,Livoo Doh125 Aspirateur Matelas Anti-acariens -blanc LIVOO,Livoo Doh125 Anti-mite Mattress Vacuum Cleaner -white LIVOO,https://www.carrefour.frhttps://media.carrefour.fr/medias/c0e9216df81e33ca9b8ac61f9f321e94/p_540x540/abaa4170d44f4ed0a08241307aa4acc0-image.jpg,62.58,89.99,EUR,"
Description
Aspire, désinfecte et stérilise grâce a la lumiere UV bleue et a l'air chaud de 50°C dégagé par l'appareil et les vibrations a haute fréquence - Filtre HEPA lavable et réutilisable  - Réservoir de 150 ML - Brosse rotative 4500 trs/min
","Description
Aspirates, disinfects and sterilizes thanks to the blue UV light and the hot air of 50 ° C released by the device and high frequency vibrations - HEPA filter washable and reusable - 150 ML tank - Rotating brush 4500 rpm",https://www.carrefour.fr/p/livoo-doh125-aspirateur-matelas-anti-acariens-blanc-3523930096372?s=2145
Bigoudi électrique,Electric Hair Curler,SEVERIN,carrefour,4008146002465,Severin Kp 1091 - Plaque Chauffante Électrique - 1500 Watt SEVERIN,Severin Kp 1091 - Electric Hot Plate - 1500 Watt SEVERIN,https://www.carrefour.frhttps://media.carrefour.fr/medias/5322957defbe34c588b9be8c1b6d427a/p_540x540/d81aab3d94e6408386dea147a115555a-image.jpg,36.64,44.9,EUR,"
Description
de la marque severin. en achetant ce produit, vous profiterez d'une garantie de 2 ans !
","Description
of the brand severin. by purchasing this product you will enjoy a 2 year warranty!",https://www.carrefour.fr/p/severin-kp-1091-plaque-chauffante-electrique-1500-watt-4008146002465?s=2399
Aspirateur,Vacuum Cleaner,LIVOO,carrefour,3523930096372,Livoo Doh125 Aspirateur Matelas Anti-acariens -blanc LIVOO,Livoo Doh125 Anti-mite Mattress Vacuum Cleaner -white LIVOO,https://www.carrefour.frhttps://media.carrefour.fr/medias/c0e9216df81e33ca9b8ac61f9f321e94/p_540x540/abaa4170d44f4ed0a08241307aa4acc0-image.jpg,56.35,62.9,EUR,"
Description
Aspire, désinfecte et stérilise grâce a la lumiere UV bleue et a l'air chaud de 50°C dégagé par l'appareil et les vibrations a haute fréquence - Filtre HEPA lavable et réutilisable  - Réservoir de 150 ML - Brosse rotative 4500 trs/min
","Description
Aspirates, disinfects and sterilizes thanks to the blue UV light and the hot air of 50 ° C released by the device and high frequency vibrations - HEPA filter washable and reusable - 150 ML tank - Rotating brush 4500 rpm",https://www.carrefour.fr/p/livoo-doh125-aspirateur-matelas-anti-acariens-blanc-3523930096372?s=2155
Aspirateur,Vacuum Cleaner,LIVOO,carrefour,3523930096372,Livoo Doh125 Aspirateur Matelas Anti-acariens -blanc LIVOO,Livoo Doh125 Anti-mite Mattress Vacuum Cleaner -white LIVOO,https://www.carrefour.frhttps://media.carrefour.fr/medias/c0e9216df81e33ca9b8ac61f9f321e94/p_540x540/abaa4170d44f4ed0a08241307aa4acc0-image.jpg,74.46,94.9,EUR,"
Description
Aspire, désinfecte et stérilise grâce a la lumiere UV bleue et a l'air chaud de 50°C dégagé par l'appareil et les vibrations a haute fréquence - Filtre HEPA lavable et réutilisable  - Réservoir de 150 ML - Brosse rotative 4500 trs/min
","Description
Aspirates, disinfects and sterilizes thanks to the blue UV light and the hot air of 50 ° C released by the device and high frequency vibrations - HEPA filter washable and reusable - 150 ML tank - Rotating brush 4500 rpm",https://www.carrefour.fr/p/livoo-doh125-aspirateur-matelas-anti-acariens-blanc-3523930096372?s=2399
Aspirateur,Vacuum Cleaner,BOSCH,carrefour,4242005109937,Bosch Bbh32551 Flexxo Aspirateur Balai 2en1 - Multifonction BOSCH,Bosch Bbh32551 Flexxo 2in1 Stick Vacuum Cleaner - Multifunction BOSCH,https://www.carrefour.frhttps://media.carrefour.fr/medias/1e8813b1a7eb30588f091c995b7dab18/p_540x540/bff3af44057a48ee915eec42300b8997-image.jpg,179.99,210.71,EUR,"
Description
de la marque bosch. en achetant ce produit, vous profiterez d'une garantie de 2 ans !
","Description
from the bosch brand. by purchasing this product you will enjoy a 2 year warranty!",https://www.carrefour.fr/p/bosch-bbh32551-flexxo-aspirateur-balai-2en1-multifonction-4242005109937?s=2419
Bigoudi électrique,Electric Hair Curler,DELONGHI,carrefour,8004399790346,Delonghi Cg4001.bk Grille-viande Electrique Double Contacts - Gris DELONGHI,Delonghi Cg4001.bk Electric double contact meat grill - Gray DELONGHI,https://www.carrefour.frhttps://media.carrefour.fr/medias/fc030b35a705352e82c1de4b1d4efa47/p_540x540/18bf0378261347cb95af293ad4d1a127-image.jpg,71.48,78.7,EUR,"
Description
Grill viande - 3 fonctions : contact grill / gratin / barbecue - surface de cuisson ouvert : 22x30cm - Revetement anti-adhérent - Plaques de cuisson amovibles - Thermostat réglable - Micro-interrupteur de sécurité
","Description
Meat grill - 3 functions: grill / gratin / barbecue contact - open cooking surface: 22x30cm - Non-stick coating - Removable cooking plates - Adjustable thermostat - Safety microswitch",https://www.carrefour.fr/p/delonghi-cg4001-bk-grille-viande-electrique-double-contacts-gris-8004399790346?s=2145
Bigoudi électrique,Electric Hair Curler,DELONGHI,carrefour,8004399771970,Delonghi Kbov 2001.bg Bouilloire Electrique Icona Vintage - Beige DELONGHI,Delonghi Kbov 2001.bg Icona Vintage Electric Kettle - Beige DELONGHI,https://www.carrefour.frhttps://media.carrefour.fr/medias/61489df8b4ef35d3bace26a52771217b/p_540x540/c7c275e15bdb4f4c9c557b29cd98f64c-image.jpg,88.31,111.1,EUR,"
Description
Bouilloire - Puissance : 2000 W - Capacité : 1.7 L - Résistance cachée en inox - Arret automatique - Rotation de la base a 360° - ndicateur de niveau d'eau - Filtre anti-calcaire amovible et lavable - Range cordon - Pieds anti dérapant - Coloris Beige brillant - Base et poignée chocolat
","Description
Kettle - Power: 2000 W - Capacity: 1.7 L - Hidden stainless steel resistance - Automatic shut-off - 360 ° base rotation - water level indicator - Removable and washable anti-lime filter - Cord holder - Non-slip feet - Shiny beige color - Chocolate base and handle",https://www.carrefour.fr/p/delonghi-kbov-2001-bg-bouilloire-electrique-icona-vintage-beige-8004399771970?s=2145
Bigoudi électrique,Electric Hair Curler,BRAUN,carrefour,4210201199830,Braun Rasoir Electrique Series 9 9325s - Barbe Homme - Rechargeable BRAUN,Braun Series 9 9325s Electric Shaver - Men's Beard - Rechargeable BRAUN,https://www.carrefour.frhttps://media.carrefour.fr/medias/a72f5a8f3cd831fe9d16081732228771/p_540x540/5c86fb7d563948f8a301d834906b682e-image.jpg,253.7,289,EUR,"
Description
de la marque braun. en achetant ce produit, vous profiterez d'une garantie de 2 ans !
","Description
from the brand braun. by purchasing this product you will enjoy a 2 year warranty!",https://www.carrefour.fr/p/braun-rasoir-electrique-series-9-9325s-barbe-homme-rechargeable-4210201199830?s=2155
Bigoudi électrique,Electric Hair Curler,BRAUN,carrefour,4210201199830,Braun Rasoir Electrique Series 9 9325s - Barbe Homme - Rechargeable BRAUN,Braun Series 9 9325s Electric Shaver - Men's Beard - Rechargeable BRAUN,https://www.carrefour.frhttps://media.carrefour.fr/medias/a72f5a8f3cd831fe9d16081732228771/p_540x540/5c86fb7d563948f8a301d834906b682e-image.jpg,209.99,240.27,EUR,"
Description
de la marque braun. en achetant ce produit, vous profiterez d'une garantie de 2 ans !
","Description
from the brand braun. by purchasing this product you will enjoy a 2 year warranty!",https://www.carrefour.fr/p/braun-rasoir-electrique-series-9-9325s-barbe-homme-rechargeable-4210201199830?s=2419
Bigoudi électrique,Electric Hair Curler,BRAUN,carrefour,4210201199830,Braun Rasoir Electrique Series 9 9325s - Barbe Homme - Rechargeable BRAUN,Braun Series 9 9325s Electric Shaver - Men's Beard - Rechargeable BRAUN,https://www.carrefour.frhttps://media.carrefour.fr/medias/a72f5a8f3cd831fe9d16081732228771/p_540x540/5c86fb7d563948f8a301d834906b682e-image.jpg,298.07,364.9,EUR,"
Description
de la marque braun. en achetant ce produit, vous profiterez d'une garantie de 2 ans !
","Description
from the brand braun. by purchasing this product you will enjoy a 2 year warranty!",https://www.carrefour.fr/p/braun-rasoir-electrique-series-9-9325s-barbe-homme-rechargeable-4210201199830?s=2399
